Paper,ResearchersIDs
Paper_1986_7,7004980900
Paper_1986_7,36337755500
Paper_1986_7,6507499753
Paper_1986_8,12545370500
Paper_1986_8,57205940266
Paper_1986_8,36630102500
Paper_1987_109,55057488100
Paper_1987_109,6602482288
Paper_1987_109,57191390829
Paper_1987_11,6506887103
Paper_1987_11,7103414673
Paper_1987_11,35586955100
Paper_1987_111,8263076800
Paper_1987_111,24796345700
Paper_1987_111,57082186300
Paper_1987_113,7003826250
Paper_1987_113,24430432600
Paper_1987_113,26643207400
Paper_1987_117,7004151527
Paper_1987_117,57202666978
Paper_1987_117,56667992000
Paper_1987_118,36885549700
Paper_1987_118,7004656128
Paper_1987_118,35615883100
Paper_1987_120,6506441718
Paper_1987_120,8974069600
Paper_1987_120,57195117478
Paper_1987_124,56240853500
Paper_1987_124,57188760075
Paper_1987_124,56462221400
Paper_1987_132,6602361392
Paper_1987_132,57011651300
Paper_1987_132,57189195856
Paper_1987_136,7003403519
Paper_1987_136,56274041900
Paper_1987_136,57157333700
Paper_1987_139,6603767186
Paper_1987_139,55423632100
Paper_1987_139,57193774203
Paper_1987_14,57204984639
Paper_1987_14,56295898900
Paper_1987_14,56290715000
Paper_1987_141,16518190100
Paper_1987_141,7006161968
Paper_1987_141,6507285465
Paper_1987_146,6507356999
Paper_1987_146,6507544527
Paper_1987_146,6602366090
Paper_1987_150,55122139600
Paper_1987_150,24379280500
Paper_1987_150,24378259100
Paper_1987_153,7003532504
Paper_1987_153,24428988800
Paper_1987_153,24428477400
Paper_1987_154,7102465840
Paper_1987_154,7005115964
Paper_1987_154,16430937700
Paper_1987_156,8940594400
Paper_1987_156,24380240100
Paper_1987_156,6701779070
Paper_1987_161,16454810700
Paper_1987_161,22965740400
Paper_1987_161,22968645900
Paper_1987_167,7004085749
Paper_1987_167,7005212350
Paper_1987_167,7006680924
Paper_1987_185,57203078073
Paper_1987_185,7005406967
Paper_1987_185,57199444624
Paper_1987_190,7006943773
Paper_1987_190,24359173000
Paper_1987_190,6602354148
Paper_1987_195,55390677900
Paper_1987_195,35991621700
Paper_1987_195,7004944563
Paper_1987_201,7004860397
Paper_1987_201,56259260700
Paper_1987_201,7005088156
Paper_1987_204,7004860397
Paper_1987_204,36803865400
Paper_1987_204,6603986439
Paper_1987_207,7005406967
Paper_1987_207,56277383200
Paper_1987_207,57201482013
Paper_1987_213,23021395800
Paper_1987_213,55664725000
Paper_1987_213,6701694522
Paper_1987_216,6603767186
Paper_1987_216,57206660489
Paper_1987_216,7004541526
Paper_1987_217,55741986900
Paper_1987_217,7006332176
Paper_1987_217,7004597711
Paper_1987_218,6506597222
Paper_1987_218,16444294800
Paper_1987_218,7004698713
Paper_1987_22,22964248300
Paper_1987_22,7102465840
Paper_1987_22,57206526480
Paper_1987_221,27167464500
Paper_1987_221,6701848653
Paper_1987_221,7103283310
Paper_1987_223,7102113444
Paper_1987_223,15125458300
Paper_1987_223,7102816168
Paper_1987_226,7005882417
Paper_1987_226,6701781647
Paper_1987_226,7003923184
Paper_1987_227,7004433584
Paper_1987_227,7409852190
Paper_1987_227,14822784600
Paper_1987_23,16215323400
Paper_1987_23,7006341661
Paper_1987_23,16448921600
Paper_1987_236,7102568003
Paper_1987_236,7006875782
Paper_1987_236,6602152502
Paper_1987_237,55741986900
Paper_1987_237,24378259100
Paper_1987_237,7409845930
Paper_1987_238,57114033700
Paper_1987_238,54941101700
Paper_1987_238,57209193041
Paper_1987_240,55741986900
Paper_1987_240,35228815600
Paper_1987_240,6603558293
Paper_1987_242,7102113444
Paper_1987_242,15125458300
Paper_1987_242,7102816168
Paper_1987_250,7006943773
Paper_1987_250,7006079967
Paper_1987_250,6701316377
Paper_1987_253,7006507317
Paper_1987_253,7401485528
Paper_1987_253,7005985151
Paper_1987_256,57026217600
Paper_1987_256,7003936695
Paper_1987_256,24361233300
Paper_1987_257,7201739231
Paper_1987_257,55415895900
Paper_1987_257,7403618035
Paper_1987_258,6603857082
Paper_1987_258,7004404004
Paper_1987_258,16061440500
Paper_1987_259,23067498200
Paper_1987_259,56883695800
Paper_1987_259,36049285600
Paper_1987_26,7006507317
Paper_1987_26,6602919186
Paper_1987_26,6602264592
Paper_1987_260,23067498200
Paper_1987_260,56883695800
Paper_1987_260,36049285600
Paper_1987_261,7006680924
Paper_1987_261,55947685800
Paper_1987_261,7102398243
Paper_1987_263,7202782956
Paper_1987_263,7101955476
Paper_1987_263,7004448753
Paper_1987_267,35571666600
Paper_1987_267,6506884615
Paper_1987_267,35398737100
Paper_1987_271,24377707200
Paper_1987_271,7102607821
Paper_1987_271,57195121833
Paper_1987_278,7003426057
Paper_1987_278,16673865300
Paper_1987_278,6603564829
Paper_1987_283,7102027802
Paper_1987_283,57199445067
Paper_1987_283,24433682000
Paper_1987_284,20734343700
Paper_1987_284,24297209800
Paper_1987_284,7202693681
Paper_1987_29,15125458300
Paper_1987_29,7102816168
Paper_1987_29,24359173000
Paper_1987_290,7005458047
Paper_1987_290,7005459626
Paper_1987_290,7102527533
Paper_1987_292,56661239700
Paper_1987_292,6504794534
Paper_1987_292,6602252246
Paper_1987_294,57197683590
Paper_1987_294,7101670222
Paper_1987_294,7005089464
Paper_1987_298,7006812314
Paper_1987_298,35556570700
Paper_1987_298,26031909300
Paper_1987_300,24759892400
Paper_1987_300,24554746100
Paper_1987_300,7004133389
Paper_1987_302,7007108261
Paper_1987_302,7006420328
Paper_1987_302,7401998107
Paper_1987_35,35585059000
Paper_1987_35,6507616741
Paper_1987_35,7004548863
Paper_1987_41,16458650100
Paper_1987_41,6603732774
Paper_1987_41,57195692541
Paper_1987_47,7003444926
Paper_1987_47,16433354000
Paper_1987_47,13605944000
Paper_1987_57,6602878469
Paper_1987_57,7004553503
Paper_1987_57,7404042716
Paper_1987_58,7102113444
Paper_1987_58,24430473900
Paper_1987_58,15125458300
Paper_1987_67,56252503200
Paper_1987_67,36498140500
Paper_1987_67,6504256874
Paper_1987_68,7201739231
Paper_1987_68,55415895900
Paper_1987_68,7402895693
Paper_1987_70,10938944800
Paper_1987_70,35298362500
Paper_1987_70,16458331400
Paper_1987_75,24391929400
Paper_1987_75,7005359492
Paper_1987_75,55122139600
Paper_1987_87,7102113444
Paper_1987_87,7102816168
Paper_1987_87,15125458300
Paper_1987_9,7101634527
Paper_1987_9,7005361162
Paper_1987_9,13605944000
Paper_1987_91,55433531300
Paper_1987_91,36621402100
Paper_1987_91,8948214600
Paper_1987_92,55243549800
Paper_1987_92,13605944000
Paper_1987_92,7003769074
Paper_1987_98,7102113444
Paper_1987_98,7102816168
Paper_1987_98,15125458300
Paper_1988_1,57189883909
Paper_1988_1,6603197725
Paper_1988_1,57189885452
Paper_1988_10,7102465840
Paper_1988_10,57196854713
Paper_1988_10,7005115964
Paper_1988_102,12239186800
Paper_1988_102,6602696984
Paper_1988_102,56470297400
Paper_1988_106,56051453200
Paper_1988_106,13006876600
Paper_1988_106,13605944000
Paper_1988_11,7004264036
Paper_1988_11,7004580426
Paper_1988_11,7006061804
Paper_1988_12,7404909916
Paper_1988_12,6701316377
Paper_1988_12,56883695800
Paper_1988_127,35614090100
Paper_1988_127,57197253221
Paper_1988_127,7005427805
Paper_1988_133,6506782462
Paper_1988_133,6504504088
Paper_1988_133,7006887006
Paper_1988_135,7006146900
Paper_1988_135,24389399200
Paper_1988_135,57198210955
Paper_1988_138,7409852190
Paper_1988_138,7006031900
Paper_1988_138,7004433584
Paper_1988_139,55195120000
Paper_1988_139,57191101696
Paper_1988_139,6601968125
Paper_1988_156,57207242989
Paper_1988_156,7101647544
Paper_1988_156,55417462100
Paper_1988_158,24394194500
Paper_1988_158,57206765454
Paper_1988_158,57206155784
Paper_1988_159,57206765454
Paper_1988_159,24394194500
Paper_1988_159,57206155784
Paper_1988_160,22965787900
Paper_1988_160,6603532649
Paper_1988_160,7103283361
Paper_1988_165,7003873016
Paper_1988_165,35617132900
Paper_1988_165,7404910711
Paper_1988_168,56221921300
Paper_1988_168,24786424800
Paper_1988_168,15763543600
Paper_1988_17,9942959200
Paper_1988_17,7006291309
Paper_1988_17,7005936522
Paper_1988_174,7409555051
Paper_1988_174,55463255000
Paper_1988_174,35228815600
Paper_1988_180,55179720000
Paper_1988_180,15125458300
Paper_1988_180,7102113444
Paper_1988_181,22965787900
Paper_1988_181,22966977500
Paper_1988_181,6603532649
Paper_1988_188,56268316400
Paper_1988_188,7005307292
Paper_1988_188,6506096578
Paper_1988_190,7006351052
Paper_1988_190,7801537837
Paper_1988_190,7103095810
Paper_1988_196,55456465400
Paper_1988_196,16155422200
Paper_1988_196,6505740315
Paper_1988_197,37081134600
Paper_1988_197,7003965869
Paper_1988_197,6602894517
Paper_1988_2,57189883909
Paper_1988_2,6603197725
Paper_1988_2,57189885452
Paper_1988_20,6603927388
Paper_1988_20,7005338334
Paper_1988_20,55812831000
Paper_1988_200,55741986900
Paper_1988_200,6602518708
Paper_1988_200,6603126342
Paper_1988_211,57190728892
Paper_1988_211,13006876600
Paper_1988_211,57206136665
Paper_1988_212,55253463200
Paper_1988_212,37036506300
Paper_1988_212,57198355240
Paper_1988_213,35084005400
Paper_1988_213,56969473000
Paper_1988_213,7201427079
Paper_1988_22,57197348796
Paper_1988_22,6701719682
Paper_1988_22,57206035118
Paper_1988_221,55407699300
Paper_1988_221,6506390201
Paper_1988_221,7404910711
Paper_1988_229,7006351052
Paper_1988_229,7403094207
Paper_1988_229,7103095810
Paper_1988_23,6505871089
Paper_1988_23,26025632300
Paper_1988_23,16528378500
Paper_1988_235,7003844584
Paper_1988_235,6507405117
Paper_1988_235,57202666978
Paper_1988_238,15082134400
Paper_1988_238,6506114873
Paper_1988_238,6603233179
Paper_1988_241,7006291309
Paper_1988_241,7005936522
Paper_1988_241,57197237620
Paper_1988_245,7403177541
Paper_1988_245,57195775070
Paper_1988_245,7004126453
Paper_1988_258,7003456272
Paper_1988_258,6507891227
Paper_1988_258,7102086763
Paper_1988_266,55407699300
Paper_1988_266,6506390201
Paper_1988_266,7404910711
Paper_1988_272,7102086763
Paper_1988_272,6603960078
Paper_1988_272,7003456272
Paper_1988_275,55179720000
Paper_1988_275,15125458300
Paper_1988_275,24378316800
Paper_1988_279,56240853500
Paper_1988_279,57188760075
Paper_1988_279,7003759996
Paper_1988_286,6603959504
Paper_1988_286,7005978303
Paper_1988_286,7004548863
Paper_1988_289,57197413392
Paper_1988_289,56481770700
Paper_1988_289,55662849700
Paper_1988_29,7006680924
Paper_1988_29,55947685800
Paper_1988_29,7102398243
Paper_1988_294,6603518816
Paper_1988_294,6505863184
Paper_1988_294,55450433100
Paper_1988_297,56240853500
Paper_1988_297,57188760075
Paper_1988_297,57198089436
Paper_1988_299,7101965992
Paper_1988_299,7004731739
Paper_1988_299,56751947000
Paper_1988_30,57028560300
Paper_1988_30,16197726100
Paper_1988_30,7005819911
Paper_1988_304,55284453100
Paper_1988_304,56211439500
Paper_1988_304,6504338190
Paper_1988_306,55409091500
Paper_1988_306,57197413387
Paper_1988_306,36775348700
Paper_1988_315,24432575100
Paper_1988_315,6604046479
Paper_1988_315,57209090944
Paper_1988_316,55122139600
Paper_1988_316,24378259100
Paper_1988_316,24379280500
Paper_1988_318,55122139600
Paper_1988_318,55463255000
Paper_1988_318,35228815600
Paper_1988_322,6602149360
Paper_1988_322,57189389857
Paper_1988_322,57191497349
Paper_1988_323,7103283361
Paper_1988_323,6603197725
Paper_1988_323,55664725000
Paper_1988_335,7409510661
Paper_1988_335,7005375512
Paper_1988_335,57206331634
Paper_1988_337,6602200150
Paper_1988_337,7103288092
Paper_1988_337,55231362700
Paper_1988_341,26039188800
Paper_1988_341,13605944000
Paper_1988_341,7006056103
Paper_1988_351,6603348278
Paper_1988_351,6701788168
Paper_1988_351,6601950838
Paper_1988_352,55856977400
Paper_1988_352,57188633592
Paper_1988_352,7003724541
Paper_1988_356,57082324700
Paper_1988_356,57083094000
Paper_1988_356,57082916300
Paper_1988_36,7102113444
Paper_1988_36,7005382127
Paper_1988_36,56883695800
Paper_1988_364,35228815600
Paper_1988_364,55122139600
Paper_1988_364,15082608400
Paper_1988_373,7409542210
Paper_1988_373,7202516156
Paper_1988_373,7003988020
Paper_1988_377,7005127762
Paper_1988_377,7202093900
Paper_1988_377,7007012188
Paper_1988_378,35228815600
Paper_1988_378,55122139600
Paper_1988_378,15082608400
Paper_1988_38,15130046900
Paper_1988_38,15130244300
Paper_1988_38,16036495500
Paper_1988_380,7006943773
Paper_1988_380,6602555888
Paper_1988_380,6602278136
Paper_1988_381,24426925200
Paper_1988_381,7102113887
Paper_1988_381,16175800500
Paper_1988_382,7403344981
Paper_1988_382,57205383142
Paper_1988_382,15082608400
Paper_1988_384,57200742306
Paper_1988_384,57036926500
Paper_1988_384,57204008550
Paper_1988_385,24554746100
Paper_1988_385,24759892400
Paper_1988_385,7004133389
Paper_1988_387,6602162851
Paper_1988_387,7404909447
Paper_1988_387,24397474500
Paper_1988_388,7007108261
Paper_1988_388,7006420328
Paper_1988_388,7401998107
Paper_1988_390,7202084224
Paper_1988_390,7401878367
Paper_1988_390,7006316989
Paper_1988_394,7004399898
Paper_1988_394,35413032700
Paper_1988_394,55664725000
Paper_1988_40,6506097799
Paper_1988_40,54891714500
Paper_1988_40,7103291182
Paper_1988_41,15082134400
Paper_1988_41,55587388500
Paper_1988_41,7006943773
Paper_1988_44,7006352824
Paper_1988_44,7409797583
Paper_1988_44,55664725000
Paper_1988_45,57190613310
Paper_1988_45,35323782600
Paper_1988_45,6701754074
Paper_1988_48,6507158361
Paper_1988_48,7005554096
Paper_1988_48,6506911090
Paper_1988_51,24297196400
Paper_1988_51,7005222981
Paper_1988_51,7006970990
Paper_1988_54,35314769900
Paper_1988_54,7005949928
Paper_1988_54,24444873200
Paper_1988_55,55524075600
Paper_1988_55,7003398463
Paper_1988_55,6504613093
Paper_1988_59,7409907322
Paper_1988_59,35514755800
Paper_1988_59,7004160107
Paper_1988_60,56903133300
Paper_1988_60,54891714500
Paper_1988_60,6505843225
Paper_1988_63,36929021100
Paper_1988_63,55243549800
Paper_1988_63,13605944000
Paper_1988_76,56221921300
Paper_1988_76,57082891000
Paper_1988_76,6603586163
Paper_1988_77,16453467100
Paper_1988_77,16452881800
Paper_1988_77,16452582100
Paper_1988_78,6602416688
Paper_1988_78,6508389275
Paper_1988_78,7003693320
Paper_1988_83,6603157793
Paper_1988_83,7006066893
Paper_1988_83,7201715230
Paper_1988_85,7003712416
Paper_1988_85,24380240100
Paper_1988_85,57198317098
Paper_1988_86,55456819000
Paper_1988_86,6602406326
Paper_1988_86,16451109400
Paper_1988_91,7005361162
Paper_1988_91,7101634527
Paper_1988_91,13605944000
Paper_1988_92,57194818961
Paper_1988_92,7005748950
Paper_1988_92,57202664993
Paper_1988_93,7005361162
Paper_1988_93,7004192526
Paper_1988_93,7003996827
Paper_1988_95,57082891000
Paper_1988_95,24796345700
Paper_1988_95,56221921300
Paper_1988_98,57193414629
Paper_1988_98,7402832036
Paper_1988_98,7003495766
Paper_1989_103,7006943773
Paper_1989_103,15121355000
Paper_1989_103,7006262933
Paper_1989_109,6506003510
Paper_1989_109,7103354952
Paper_1989_109,55408516500
Paper_1989_110,6602335103
Paper_1989_110,6506307808
Paper_1989_110,6507842141
Paper_1989_121,7201739127
Paper_1989_121,24802180000
Paper_1989_121,7006680924
Paper_1989_125,16440582900
Paper_1989_125,7101634527
Paper_1989_125,13605944000
Paper_1989_126,7003712416
Paper_1989_126,16443568000
Paper_1989_126,24380240100
Paper_1989_127,7005077813
Paper_1989_127,7004541526
Paper_1989_127,7006408276
Paper_1989_129,7006560955
Paper_1989_129,7005949928
Paper_1989_129,24444873200
Paper_1989_141,55438647600
Paper_1989_141,57195077674
Paper_1989_141,6602645052
Paper_1989_159,6603767186
Paper_1989_159,57193774203
Paper_1989_159,55423632100
Paper_1989_168,55122139600
Paper_1989_168,24378259100
Paper_1989_168,24379280500
Paper_1989_176,15121397300
Paper_1989_176,7404909916
Paper_1989_176,56883695800
Paper_1989_182,35619286800
Paper_1989_182,57202654967
Paper_1989_182,57202493274
Paper_1989_183,7003844597
Paper_1989_183,56132142300
Paper_1989_183,24544830900
Paper_1989_184,16521796000
Paper_1989_184,57064970600
Paper_1989_184,57064866300
Paper_1989_192,36818946500
Paper_1989_192,6506441718
Paper_1989_192,57206155790
Paper_1989_193,7003712416
Paper_1989_193,57097131000
Paper_1989_193,7005077573
Paper_1989_195,35872240900
Paper_1989_195,7402715921
Paper_1989_195,7003269724
Paper_1989_197,7003647886
Paper_1989_197,8987296400
Paper_1989_197,7102307538
Paper_1989_199,14824703600
Paper_1989_199,22941131600
Paper_1989_199,57207743716
Paper_1989_2,57205050985
Paper_1989_2,57196876953
Paper_1989_2,36753177900
Paper_1989_202,7004980900
Paper_1989_202,57198184980
Paper_1989_202,56256108200
Paper_1989_205,7005112933
Paper_1989_205,15062960300
Paper_1989_205,57189466948
Paper_1989_211,6504811714
Paper_1989_211,6603671872
Paper_1989_211,7006578051
Paper_1989_212,7005736454
Paper_1989_212,57198883744
Paper_1989_212,7003347629
Paper_1989_214,6602886193
Paper_1989_214,6603779012
Paper_1989_214,7201642399
Paper_1989_215,6603849558
Paper_1989_215,6506757689
Paper_1989_215,55726558500
Paper_1989_218,24378861800
Paper_1989_218,24380529000
Paper_1989_218,7004379258
Paper_1989_22,56222970300
Paper_1989_22,6701370882
Paper_1989_22,6505740517
Paper_1989_23,15121397300
Paper_1989_23,7404909916
Paper_1989_23,56883695800
Paper_1989_234,6603788065
Paper_1989_234,57199445478
Paper_1989_234,57207242982
Paper_1989_24,56150785500
Paper_1989_24,7404388397
Paper_1989_24,7006266773
Paper_1989_242,7004134176
Paper_1989_242,57201592211
Paper_1989_242,55205399000
Paper_1989_247,7007089191
Paper_1989_247,7101877527
Paper_1989_247,35585857300
Paper_1989_254,6505732971
Paper_1989_254,6508263682
Paper_1989_254,6506037824
Paper_1989_261,7006291309
Paper_1989_261,57198051019
Paper_1989_261,7005936522
Paper_1989_263,7004333903
Paper_1989_263,7101783276
Paper_1989_263,7003389900
Paper_1989_266,57193297166
Paper_1989_266,6506757689
Paper_1989_266,6603849558
Paper_1989_270,56458175000
Paper_1989_270,6506467182
Paper_1989_270,6505581869
Paper_1989_273,55420262800
Paper_1989_273,6507940624
Paper_1989_273,6603280827
Paper_1989_275,11439094400
Paper_1989_275,57197254025
Paper_1989_275,7402896037
Paper_1989_277,7005794053
Paper_1989_277,55398632500
Paper_1989_277,7005429190
Paper_1989_28,55411346400
Paper_1989_28,37036506300
Paper_1989_28,57198355240
Paper_1989_283,57199715869
Paper_1989_283,56457160400
Paper_1989_283,7005256193
Paper_1989_284,7005406052
Paper_1989_284,6505990572
Paper_1989_284,57202939385
Paper_1989_289,7003266946
Paper_1989_289,57203338072
Paper_1989_289,55547115201
Paper_1989_29,7003693320
Paper_1989_29,6602416688
Paper_1989_29,6508389275
Paper_1989_30,7006441887
Paper_1989_30,6505754865
Paper_1989_30,57206287903
Paper_1989_304,16521796000
Paper_1989_304,56659577100
Paper_1989_304,36924986500
Paper_1989_305,56319420800
Paper_1989_305,57198362713
Paper_1989_305,7003915095
Paper_1989_306,6602292674
Paper_1989_306,7006098752
Paper_1989_306,55566602900
Paper_1989_309,7006291315
Paper_1989_309,7006168360
Paper_1989_309,57206505920
Paper_1989_314,57190613310
Paper_1989_314,57207533855
Paper_1989_314,7004024725
Paper_1989_319,7006237309
Paper_1989_319,35492668300
Paper_1989_319,56883695800
Paper_1989_325,7006943773
Paper_1989_325,15075549500
Paper_1989_325,15121355000
Paper_1989_326,7006943773
Paper_1989_326,15075977900
Paper_1989_326,6507582966
Paper_1989_328,7203089571
Paper_1989_328,26029725300
Paper_1989_328,24373300900
Paper_1989_340,57209112029
Paper_1989_340,57189537370
Paper_1989_340,8522560700
Paper_1989_341,57197933285
Paper_1989_341,57011153400
Paper_1989_341,7005663381
Paper_1989_345,36621402100
Paper_1989_345,57209112029
Paper_1989_345,8948214600
Paper_1989_350,25941290200
Paper_1989_350,6701908819
Paper_1989_350,7402717583
Paper_1989_351,6604046479
Paper_1989_351,57167350400
Paper_1989_351,7402226152
Paper_1989_352,6604046479
Paper_1989_352,56234765500
Paper_1989_352,7402226152
Paper_1989_353,7801461289
Paper_1989_353,7201490920
Paper_1989_353,55778497300
Paper_1989_358,7003826250
Paper_1989_358,15125450300
Paper_1989_358,13608091500
Paper_1989_363,56997689000
Paper_1989_363,55252150900
Paper_1989_363,57205001607
Paper_1989_364,7006926088
Paper_1989_364,7005363576
Paper_1989_364,6601993035
Paper_1989_366,7006926088
Paper_1989_366,7005363576
Paper_1989_366,6601993035
Paper_1989_374,7005974086
Paper_1989_374,57010823700
Paper_1989_374,9277698900
Paper_1989_375,7409542210
Paper_1989_375,56997689000
Paper_1989_375,7003988020
Paper_1989_378,56462290800
Paper_1989_378,7007170290
Paper_1989_378,7102375216
Paper_1989_379,57200742306
Paper_1989_379,57013391300
Paper_1989_379,57013508300
Paper_1989_380,56462290800
Paper_1989_380,7102375216
Paper_1989_380,7007170290
Paper_1989_381,55778159000
Paper_1989_381,7006173086
Paper_1989_381,7006375996
Paper_1989_383,7006227758
Paper_1989_383,56914807500
Paper_1989_383,6603331681
Paper_1989_384,55779466600
Paper_1989_384,6701476096
Paper_1989_384,7004040027
Paper_1989_387,7006227758
Paper_1989_387,6603331681
Paper_1989_387,56914807500
Paper_1989_389,7102463747
Paper_1989_389,7403519390
Paper_1989_389,35825049600
Paper_1989_396,55535436100
Paper_1989_396,7202829022
Paper_1989_396,7006428369
Paper_1989_42,6603765292
Paper_1989_42,7004140659
Paper_1989_42,7101647523
Paper_1989_45,7101802867
Paper_1989_45,57209112029
Paper_1989_45,6701762970
Paper_1989_5,57202493354
Paper_1989_5,57197495602
Paper_1989_5,7004201975
Paper_1989_51,6603959504
Paper_1989_51,7005978303
Paper_1989_51,7004548863
Paper_1989_56,7103314130
Paper_1989_56,6506159910
Paper_1989_56,6507725773
Paper_1989_57,7006237309
Paper_1989_57,35492668300
Paper_1989_57,56883695800
Paper_1989_63,7404910805
Paper_1989_63,57198875096
Paper_1989_63,56372337100
Paper_1989_66,7006680924
Paper_1989_66,36950192700
Paper_1989_66,16160709100
Paper_1989_67,56051453200
Paper_1989_67,16440582900
Paper_1989_67,13605944000
Paper_1989_70,7005899153
Paper_1989_70,7004980900
Paper_1989_70,22034865000
Paper_1989_71,7004507788
Paper_1989_71,57189645624
Paper_1989_71,6504040707
Paper_1989_78,7005458047
Paper_1989_78,6506307808
Paper_1989_78,55371480100
Paper_1989_8,6504786106
Paper_1989_8,57206975497
Paper_1989_8,6602741200
Paper_1989_80,56804462700
Paper_1989_80,57188708147
Paper_1989_80,7103097879
Paper_1989_83,6602335103
Paper_1989_83,7103314130
Paper_1989_83,6507725773
Paper_1989_86,7006943773
Paper_1989_86,15075549500
Paper_1989_86,6507582966
Paper_1989_87,15121397300
Paper_1989_87,7404909916
Paper_1989_87,56883695800
Paper_1989_88,55411869400
Paper_1989_88,35598800800
Paper_1989_88,7006002682
Paper_1989_91,56372337100
Paper_1989_91,57198875096
Paper_1989_91,57204813002
Paper_1989_96,24775088600
Paper_1989_96,7102686422
Paper_1989_96,6701752196
Paper_1990_10,7006722885
Paper_1990_10,35783172300
Paper_1990_10,57199822400
Paper_1990_102,6701330538
Paper_1990_102,55950526800
Paper_1990_102,57198419859
Paper_1990_104,15082134400
Paper_1990_104,23129691700
Paper_1990_104,7006943773
Paper_1990_108,7004024727
Paper_1990_108,16436488400
Paper_1990_108,56132289800
Paper_1990_109,6603765292
Paper_1990_109,7004140659
Paper_1990_109,7101647523
Paper_1990_110,6603233179
Paper_1990_110,6603463221
Paper_1990_110,6507186834
Paper_1990_120,56330537500
Paper_1990_120,55407699300
Paper_1990_120,6603671873
Paper_1990_124,55167520000
Paper_1990_124,15121559400
Paper_1990_124,22999057200
Paper_1990_128,7006943773
Paper_1990_128,15121355000
Paper_1990_128,15075549500
Paper_1990_129,6603141599
Paper_1990_129,35577157600
Paper_1990_129,13605944000
Paper_1990_130,7003712416
Paper_1990_130,7401485523
Paper_1990_130,7403355593
Paper_1990_136,57209112029
Paper_1990_136,7101802867
Paper_1990_136,6701762970
Paper_1990_137,6701830787
Paper_1990_137,7004548863
Paper_1990_137,55423745000
Paper_1990_148,7004805546
Paper_1990_148,57198554563
Paper_1990_148,7402008215
Paper_1990_150,7006680924
Paper_1990_150,21734439700
Paper_1990_150,7202578096
Paper_1990_152,57201495807
Paper_1990_152,48361937500
Paper_1990_152,57200941647
Paper_1990_154,7004356631
Paper_1990_154,6602696984
Paper_1990_154,56212315700
Paper_1990_156,56817152800
Paper_1990_156,6506648756
Paper_1990_156,24444873200
Paper_1990_157,56817740200
Paper_1990_157,24828938500
Paper_1990_157,55215160300
Paper_1990_158,57065677000
Paper_1990_158,7101882043
Paper_1990_158,56883695800
Paper_1990_160,7101624598
Paper_1990_160,7102225658
Paper_1990_160,6504582185
Paper_1990_163,55812831000
Paper_1990_163,8874500300
Paper_1990_163,55206900700
Paper_1990_166,55553726947
Paper_1990_166,57203025811
Paper_1990_166,56135192500
Paper_1990_17,7006680924
Paper_1990_17,21734439700
Paper_1990_17,7202578096
Paper_1990_176,7101966000
Paper_1990_176,7202098976
Paper_1990_176,7003374038
Paper_1990_19,7006161922
Paper_1990_19,24365316900
Paper_1990_19,11840363000
Paper_1990_193,22963014500
Paper_1990_193,7801655098
Paper_1990_193,57193774203
Paper_1990_197,7005088156
Paper_1990_197,57083993100
Paper_1990_197,55566058200
Paper_1990_204,7006291309
Paper_1990_204,7005936522
Paper_1990_204,6602937558
Paper_1990_206,35511247700
Paper_1990_206,57199975861
Paper_1990_206,35501250700
Paper_1990_207,56240853500
Paper_1990_207,55327556800
Paper_1990_207,7801537838
Paper_1990_21,35511247700
Paper_1990_21,35501250700
Paper_1990_21,57196637995
Paper_1990_216,56817910000
Paper_1990_216,7006742869
Paper_1990_216,7201402116
Paper_1990_218,7004833062
Paper_1990_218,7005810487
Paper_1990_218,7004997011
Paper_1990_229,57198374955
Paper_1990_229,6506624683
Paper_1990_229,6603945353
Paper_1990_230,7102132996
Paper_1990_230,57118054300
Paper_1990_230,7202020641
Paper_1990_232,8987296400
Paper_1990_232,7003647886
Paper_1990_232,56289720900
Paper_1990_237,27167464500
Paper_1990_237,7103283310
Paper_1990_237,7005807976
Paper_1990_243,55241297200
Paper_1990_243,6602195288
Paper_1990_243,15019377300
Paper_1990_247,6603936342
Paper_1990_247,7005866708
Paper_1990_247,35809535000
Paper_1990_254,57198362713
Paper_1990_254,7003915095
Paper_1990_254,55411233200
Paper_1990_255,7003712416
Paper_1990_255,7401485523
Paper_1990_255,7403355593
Paper_1990_261,7005974086
Paper_1990_261,6602826914
Paper_1990_261,7410320004
Paper_1990_272,6506883233
Paper_1990_272,26652828600
Paper_1990_272,57196779139
Paper_1990_276,6602462097
Paper_1990_276,7005639607
Paper_1990_276,7202098964
Paper_1990_279,35084005400
Paper_1990_279,7403344933
Paper_1990_279,57200821958
Paper_1990_280,57206272028
Paper_1990_280,57205945193
Paper_1990_280,7202040710
Paper_1990_281,7003915095
Paper_1990_281,57198362713
Paper_1990_281,56319420800
Paper_1990_295,15082134400
Paper_1990_295,15083057500
Paper_1990_295,7006943773
Paper_1990_300,36947095200
Paper_1990_300,57197092582
Paper_1990_300,16158191000
Paper_1990_301,7201898484
Paper_1990_301,6602636614
Paper_1990_301,56334735900
Paper_1990_308,35492668300
Paper_1990_308,7006237309
Paper_1990_308,56883695800
Paper_1990_314,7006943773
Paper_1990_314,57194805754
Paper_1990_314,57194805885
Paper_1990_315,57198264183
Paper_1990_315,56346972600
Paper_1990_315,35501250700
