Date Time,Price
2018-12-16 09:00:00,72.38
2018-12-16 09:15:00,71
2018-12-16 09:30:00,71.67
2018-12-16 10:00:00,72.82
2018-12-16 10:30:00,73
2018-12-16 11:00:00,72.5
